NO,time,GENDER,AGE,GRADE,SL1,SL2,*SL3,EL4,*EL5,*SL6,*SL7,EL8,*EL9,EL10,EL11,*SL12,*SL13,*SL14,EL15,EL16,L17,L18,L19,PA1,PB1,BA1,BB1,PA2,PB2,BA2,BB2,PA3,PB3,BA3,BB3,PA4,PB4,BA4,BB4,ES.E,ES.S,DJ.E,DJ.S,UCLA,P.PN,P.CN,B.PN,B.CN,ES.E-ES.S,DJ.E-DJ.S,P.PN-P.CN,B.PN-B.CN
117,482,2,21,3,3,4,3,3,4,4,4,3,4,4,3,3,3,3,4,3,2,3,3,4,5,4,5,4,4,4,5,4,4,5,4,4,5,5,4,14,14,10,6,8,17,17,18,18,0,4,0,0
118,214,2,NA,4,3,4,2,3,3,3,3,3,4,2,3,2,2,2,3,2,2,2,2,3,3,3,3,5,4,4,3,5,3,5,3,5,3,4,3,13,17,8,9,6,15,16,14,14,-4,-1,-1,0
119,527,2,NA,2,3,4,3,2,4,4,5,2,2,4,1,3,3,3,3,2,2,1,1,3,4,3,3,4,4,3,4,2,4,1,3,5,3,4,3,14,13,6,6,4,12,17,11,13,1,0,-5,-2
120,178,2,NA,2,2,2,4,3,5,4,4,2,4,2,2,3,4,4,3,2,1,1,1,5,4,4,4,5,5,4,4,5,4,3,3,4,5,3,4,10,10,7,4,3,20,17,15,14,0,3,3,1
121,280,1,23,3,3,3,4,3,4,4,4,3,4,3,2,3,3,3,2,2,1,1,1,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,13,12,6,6,3,20,16,20,16,1,0,4,4
122,325,1,44,4,1,1,4,2,5,5,4,2,3,1,1,4,3,4,2,2,1,1,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,9,7,5,4,3,14,14,14,14,2,1,0,0
123,206,1,27,3,3,3,3,4,3,3,4,4,4,4,3,3,3,4,3,2,2,2,1,4,5,4,3,4,4,3,4,4,4,4,4,4,5,4,3,17,14,8,5,5,17,17,15,14,3,3,0,1
124,163,2,42,4,2,4,3,3,3,3,4,2,4,2,3,3,3,2,4,3,2,2,2,2,4,4,3,4,3,4,3,4,3,3,3,4,4,2,3,12,14,10,7,6,13,15,13,12,-2,3,-2,1
125,166,2,NA,4,5,3,3,4,3,3,2,4,3,4,4,3,2,3,3,2,2,2,2,3,4,3,4,3,4,3,4,3,4,3,4,4,5,4,5,18,18,9,7,6,15,15,15,15,0,2,0,0
126,158,2,21,3,5,4,4,4,3,3,4,4,4,4,3,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,17,16,9,4,9,20,20,20,19,1,5,0,1
127,156,2,22,3,2,3,4,2,4,5,4,3,3,2,2,3,3,4,2,2,1,1,2,4,2,2,3,3,4,3,4,2,4,2,3,5,2,4,2,12,10,6,5,4,12,14,10,13,2,1,-2,-3
128,643,2,23,3,3,2,4,3,4,4,4,2,3,3,1,4,4,4,3,2,1,1,1,3,4,3,4,4,5,3,4,5,4,4,3,4,5,3,4,13,11,6,3,3,18,16,15,13,2,3,2,2
129,223,1,21,2,2,2,3,3,4,3,4,4,3,2,2,3,3,3,3,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,12,7,6,3,12,12,12,12,2,1,0,0
130,286,2,33,3,1,2,4,1,5,4,5,2,4,1,1,3,4,4,4,2,1,1,1,3,4,2,4,4,3,4,3,3,4,3,4,3,3,4,3,7,8,7,4,3,12,15,11,16,-1,3,-3,-5
131,153,1,20,2,2,2,2,2,4,4,4,4,4,2,2,3,3,3,3,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,7,6,3,16,16,16,16,0,1,0,0
132,203,1,23,4,1,1,4,2,5,4,4,1,4,1,1,3,3,3,4,2,1,1,1,5,4,4,4,5,5,4,4,5,4,4,4,4,5,4,4,7,8,7,6,3,20,17,16,16,-1,1,3,0
133,244,1,31,5,2,2,4,3,4,4,5,2,4,3,3,3,3,1,3,3,3,3,1,4,2,4,2,3,5,3,4,2,4,2,3,1,2,2,2,12,9,9,8,7,13,10,12,10,3,1,3,2
134,644,1,26,3,2,2,2,2,4,4,4,4,5,2,2,3,3,4,4,2,2,2,2,3,5,3,4,5,3,4,3,3,5,3,4,4,4,4,4,11,12,8,5,6,13,19,13,16,-1,3,-6,-3
135,149,1,23,4,2,2,3,2,2,2,2,3,4,3,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,14,15,7,9,6,8,8,9,9,-1,-2,0,0
136,746,1,21,3,3,4,2,3,2,3,3,2,3,2,3,2,3,3,3,2,2,2,2,2,2,1,1,3,2,3,3,2,2,1,1,1,1,1,1,14,17,8,7,6,7,8,6,6,-3,1,-1,0
137,482,1,32,4,5,3,5,4,5,4,5,4,5,3,3,3,4,3,4,4,3,3,2,5,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,13,12,11,5,8,19,17,18,17,1,6,2,1
138,376,2,20,2,2,2,4,3,4,4,4,2,4,2,2,3,3,3,3,2,1,2,2,4,3,5,3,4,4,4,4,4,3,4,3,4,4,4,4,11,10,7,6,5,16,14,17,14,1,1,2,3
139,552,1,22,3,2,2,2,1,4,5,4,4,3,2,3,3,3,3,4,2,1,2,1,4,5,4,4,4,5,4,4,4,5,3,5,4,4,4,4,12,11,9,6,4,17,18,15,17,1,3,-1,-2
140,131,1,21,2,3,4,3,4,2,2,4,3,3,2,2,3,4,3,2,2,3,2,1,4,5,2,3,5,4,3,4,5,4,3,2,4,3,3,3,16,16,6,5,6,16,18,12,11,0,1,-2,1
141,264,1,21,3,4,3,5,4,5,5,4,5,4,5,3,2,4,3,3,4,2,3,3,5,5,4,5,4,5,5,5,5,4,4,5,5,5,4,5,17,11,10,6,8,20,18,18,19,6,4,2,-1
142,235,1,30,5,2,3,4,3,4,3,4,2,4,2,3,3,3,3,4,2,2,1,2,5,4,4,3,3,4,3,4,3,4,2,3,4,4,4,4,11,12,9,6,5,16,15,14,13,-1,3,1,1
143,173,2,NA,3,3,2,4,2,4,5,4,2,5,1,1,3,4,3,4,1,1,1,1,2,5,3,5,5,4,5,4,2,5,2,5,5,3,5,3,8,10,6,5,3,11,20,12,20,-2,1,-9,-8
144,163,2,18,1,4,4,4,4,2,2,2,3,2,2,4,2,2,2,4,3,2,2,3,4,2,2,3,4,3,4,3,4,2,2,3,4,2,3,2,17,18,11,9,7,13,12,9,13,-1,2,1,-4
145,373,2,21,3,2,2,3,2,3,3,4,2,3,2,2,3,3,2,3,2,2,2,1,5,4,4,3,5,4,3,3,4,4,3,3,5,4,4,3,12,12,7,7,5,17,18,13,13,0,0,-1,0
146,149,2,24,4,2,2,1,3,4,4,4,5,3,2,2,4,4,3,4,3,1,2,1,4,5,3,4,4,5,4,5,3,4,2,3,2,3,2,4,15,13,9,4,4,15,15,14,13,2,5,0,1
147,476,1,23,4,2,3,4,2,4,4,4,2,3,2,3,4,3,3,3,2,2,2,2,4,4,4,3,3,4,3,4,4,3,4,3,4,4,4,4,11,11,8,5,6,16,14,16,13,0,3,2,3
148,376,1,23,3,3,2,3,2,3,3,4,2,4,2,2,3,2,3,2,2,2,1,1,5,3,4,2,5,1,4,1,1,5,2,4,5,1,4,1,11,13,6,7,4,8,18,8,14,-2,-1,-10,-6
149,290,2,NA,3,3,4,2,3,4,2,4,3,2,4,4,1,1,1,2,4,2,2,3,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,16,17,10,12,7,17,17,17,17,-1,-2,0,0
150,142,1,21,4,4,3,4,3,3,5,3,4,4,4,4,3,2,3,3,2,2,1,2,4,2,4,2,3,4,4,4,5,3,5,3,3,5,3,4,16,13,9,7,5,18,11,17,12,3,2,7,5
151,742,2,21,3,4,3,3,2,4,5,5,2,3,5,3,3,3,3,3,2,1,1,2,4,3,5,4,5,4,4,4,4,5,4,4,5,4,4,3,14,12,8,6,4,16,18,16,16,2,2,-2,0
152,1290,1,21,2,2,3,4,3,5,4,5,2,4,2,2,4,4,4,4,1,1,1,1,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,10,10,7,3,3,17,16,17,17,0,4,1,0
153,120,1,20,3,4,4,3,4,5,5,5,4,5,3,1,4,4,4,4,1,1,1,1,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,13,13,6,3,3,19,19,19,20,0,3,0,-1
154,136,2,22,3,3,3,2,3,3,2,4,2,2,3,3,2,1,3,3,2,2,1,2,3,4,3,3,3,4,3,2,4,3,2,4,4,3,2,3,15,16,8,9,5,14,14,10,12,-1,-1,0,-2
155,247,2,NA,3,1,3,3,2,5,4,4,2,3,3,2,3,3,3,3,2,1,1,1,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,11,11,7,6,3,14,12,14,12,0,1,2,2
156,126,2,20,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,1,1,4,5,4,3,4,3,3,4,3,4,3,4,4,3,3,4,15,15,8,6,4,13,17,15,13,0,2,-4,2
157,1665,1,22,3,2,2,3,3,4,4,5,2,4,4,2,3,3,3,2,3,2,2,2,4,3,3,1,4,3,2,3,4,3,3,3,3,5,2,4,13,10,7,6,6,16,13,13,8,3,1,3,5
158,223,1,27,4,3,3,4,3,3,2,3,3,3,2,3,2,3,2,2,2,2,2,1,3,4,3,3,4,3,3,2,3,4,2,2,3,4,3,2,14,15,7,8,5,13,15,9,11,-1,-1,-2,-2
159,1101,2,24,4,2,2,4,4,5,3,3,2,3,2,3,3,3,2,3,2,2,2,2,4,3,4,3,5,4,5,5,4,4,3,3,5,5,5,5,12,12,8,7,6,17,17,17,16,0,1,0,1
160,579,1,NA,2,2,4,3,3,2,4,4,2,2,1,3,3,3,3,2,2,2,2,2,5,3,5,3,4,3,5,3,5,3,4,3,4,3,4,3,14,13,7,6,6,16,14,15,15,1,1,2,0
161,207,2,NA,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,15,15,8,6,6,13,14,12,13,0,2,-1,-1
162,161,2,22,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,13,14,6,9,5,13,13,12,12,-1,-3,0,0
163,516,1,NA,3,4,3,4,3,4,2,3,3,4,2,4,1,3,2,2,1,2,1,2,4,3,3,3,4,4,3,3,5,4,2,2,4,3,2,3,12,16,7,9,5,16,15,11,10,-4,-2,1,1
164,366,2,22,2,3,4,2,5,4,3,4,3,3,2,3,2,2,2,4,3,3,2,2,3,4,3,4,4,3,4,3,3,4,3,4,4,5,4,5,15,16,10,9,7,14,16,14,16,-1,1,-2,-2
165,220,2,20,2,2,4,3,2,4,4,3,3,5,1,2,2,2,2,3,3,2,2,2,2,5,3,4,3,4,3,5,3,5,3,4,2,5,2,4,9,14,8,9,6,14,15,15,13,-5,-1,-1,2
166,182,2,21,3,2,3,3,2,3,4,3,2,4,3,2,3,3,4,4,2,1,1,1,5,3,4,3,4,5,4,4,3,3,3,3,5,5,4,4,12,13,8,5,3,18,15,15,14,-1,3,3,1
167,266,2,21,3,2,3,3,4,3,4,3,3,4,3,3,3,3,3,3,2,2,1,2,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,15,13,8,6,5,15,15,15,16,2,2,0,-1
168,261,2,21,3,2,3,4,3,4,4,4,3,3,4,2,3,3,3,3,2,2,1,1,4,5,5,4,4,5,4,5,4,4,4,4,4,5,4,5,15,11,7,6,4,18,17,19,16,4,1,1,3
169,280,2,22,3,4,3,3,5,3,3,3,2,3,2,3,3,3,2,3,2,1,1,1,5,3,5,4,4,5,4,5,5,3,5,3,4,5,3,5,15,16,8,7,3,20,14,20,14,-1,1,6,6
170,429,1,23,4,2,2,3,3,4,4,5,1,3,1,1,3,3,4,4,2,1,1,1,2,5,2,4,5,2,5,2,1,5,1,5,4,5,4,5,10,10,7,5,3,10,19,10,18,0,2,-9,-8
171,599,1,21,3,2,2,4,2,5,4,4,2,4,2,1,4,4,3,4,1,1,1,1,5,4,5,4,5,4,5,4,4,3,4,3,5,3,5,3,9,10,6,4,3,16,17,16,17,-1,2,-1,-1
172,317,2,22,3,2,2,4,1,4,5,5,2,3,2,3,3,3,3,3,2,2,2,2,3,4,5,4,4,4,4,4,4,4,3,3,3,4,4,5,10,8,8,6,6,15,15,17,15,2,2,0,2
173,303,2,20,2,3,2,2,3,4,4,5,2,3,3,2,3,3,3,3,2,2,2,2,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,13,12,7,6,6,20,20,16,16,1,1,0,0
174,164,1,25,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,2,2,1,5,3,5,4,5,4,5,4,5,4,5,4,4,5,4,5,16,14,10,6,5,19,16,19,17,2,4,3,2
175,197,1,NA,2,1,2,4,2,4,4,4,2,4,1,1,3,4,4,3,1,1,1,1,5,3,4,3,5,3,4,3,3,4,3,4,4,4,4,4,9,9,5,4,3,15,16,14,15,0,1,-1,-1
176,602,2,22,3,2,1,4,2,5,5,5,1,5,5,1,4,4,4,4,1,1,1,1,4,3,4,3,3,4,3,4,4,3,4,3,4,4,4,4,10,7,6,3,3,16,13,16,13,3,3,3,3
177,354,1,NA,3,1,1,5,1,5,5,5,1,4,1,1,4,4,4,4,1,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,6,5,6,3,3,14,15,14,15,1,3,-1,-1
178,246,2,19,2,2,4,3,4,3,3,4,2,4,5,3,3,3,3,4,3,2,2,2,2,4,3,4,4,5,4,5,3,3,3,3,4,4,3,4,16,14,10,6,6,14,15,15,14,2,4,-1,1
179,436,1,NA,4,1,1,5,1,4,4,4,1,4,1,1,4,4,4,4,1,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,7,7,6,3,3,14,15,14,15,0,3,-1,-1
180,357,2,23,4,5,2,3,2,4,4,2,2,1,1,3,1,1,2,3,2,2,3,3,3,2,2,2,4,3,2,2,4,2,2,2,4,4,3,4,12,16,8,11,8,14,12,10,9,-4,-3,2,1
181,554,1,NA,2,1,1,4,1,5,5,5,1,4,1,1,4,4,4,4,1,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,6,6,6,3,3,14,15,14,15,0,3,-1,-1
182,681,1,NA,3,1,1,5,1,5,5,5,1,4,1,1,4,4,4,4,1,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,6,5,6,3,3,14,15,14,15,1,3,-1,-1
183,839,1,NA,1,1,1,5,1,5,5,5,1,5,1,1,4,4,4,4,1,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,5,5,6,3,3,14,15,14,15,0,3,-1,-1
184,1000,1,NA,3,1,1,4,1,5,5,5,1,4,1,1,4,4,4,4,1,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,6,6,6,3,3,14,15,14,15,0,3,-1,-1
185,1126,1,NA,3,1,1,5,1,5,5,5,1,4,1,1,4,4,4,4,1,1,1,1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,4,4,6,5,6,3,3,14,15,14,15,1,3,-1,-1
186,4325,1,21,2,3,3,4,3,3,3,4,4,3,4,3,3,3,3,2,3,2,2,3,4,4,3,4,4,4,3,3,5,4,4,3,4,5,3,4,17,13,8,6,7,18,16,14,13,4,2,2,1
